year,semester,carleton_code,uottawa_code,course_name,professor,outline_link
2018,winter,COMP 5107,,Statistical and Syntactic Pattern Recognition,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/5107Outline18_0.pdf
2018,winter,COMP 5407W,,Authentication and Software Security,P. Van Oorschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/5407jan2018-outline.pdf
2018,winter,COMP 5900Y,,Geometry processing,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/GeomProcOutline%20Winter%202018.pdf
2018,summer,COMP 1405,1005,Introduction​ ​to​ ​Computer​ ​Science​ ​I,Andrew Schoenrock,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_1005-1405_course_outline_summer_2018.pdf
2018,summer,COMP 1406A,1006,Inroduction to Computer Science II,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/s18-outline-update.pdf
2018,summer,COMP 1805A,,Discrete Structures I,Milica Stojmenović,https://service.scs.carleton.ca/sites/default/files/course_outlines/18comp1805acourse_outline.pdf
2018,summer,COMP 4900A,,Intensive Game Development Project,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp-4900-summer2.pdf
2018,fall,COMP 1001A,,Introduction to Computational Thinking for Arts and Social Sciences,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1001a-f18-course_outline.pdf
2018,fall,COMP 1005A,,Introduction to Computer Science I,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1005.pdf
2018,fall,COMP 1405A,,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1405a_-_course_outline_fall_2018.pdf
2018,fall,COMP 1405B,,Introduction to Computer Science I,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1405b-f18-course_outline.pdf
2018,fall,COMP 1405C,,Introduction to Computer Science I,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1405.pdf
2018,fall,COMP 1406A,COMP 1006A,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp10061406a-f18-course_outline.pdf
2018,fall,COMP 1805A,,Discrete Structures I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805a_-_course_outline_fall_2018.pdf
2018,fall,COMP 2401A,,Introduction to Systems Programming,Doron Nussbaum,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2401a_course_outline_fall_2018.pdf
2018,fall,COMP 2401B,,Introduction to Systems Programming,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_36.pdf
2018,fall,COMP 2402A,,Data Structures And Algorithms,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/f182402a.pdf
2018,fall,COMP 2404A,,Introduction to Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_33.pdf
2018,fall,COMP 2406A,,Web Applications,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2406fall2018outline.html
2018,fall,COMP 2801A,,Introduction to Robotics,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2801-courseoutlinef2018.pdf
2018,fall,COMP 2804A,,Discrete Structures II,Michiel Smid,
2018,fall,COMP 3000A,,Operating Systems,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/operating_systems_fall_2018_course_outline_0.pdf
2018,fall,COMP 3004A,,Object-Oriented Software Engineering,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/3004-f18-outlinev2.pdf
2018,fall,COMP 3005A,,Database Management Systems,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005fall2018outline.html
2018,fall,COMP 3007A,,Programming Paradigms,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3007a_-_course_outline_fall_2018.pdf
2018,fall,COMP 3203A,,Computer Networks,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/3203-18-outline.pdf
2018,fall,COMP 3301A,,Technical Writing,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/3301-intro-2018.pdf
2018,fall,COMP 3501A,,Foundations of Game Programming and Computer Graphics,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3501_outline_0.pdf
2018,fall,COMP 3801A,,Algorithms for Modern Data Sets,Anil Maheshwari,
2018,fall,COMP 3804A,MATH 3804,Design and Analysis of Algorithms,Anil Maheshwari,
2018,fall,COMP 4001A,,Distributed Computing,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/4001-18-outline.pdf
2018,fall,COMP 4004A,,Software Quality Assurance,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/4004-_outlinef18.pdf
2018,fall,COMP 4009A,,Parallel Programming for Clusters and Multi-Core Processors,F. Dehne,https://service.scs.carleton.ca/sites/default/files/course_outlines/4009.pdf
2018,fall,COMP 4107A,,Neural Networks,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/4107-course-outline.pdf
2018,fall,COMP 4109A,,Applied Cryptography,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/f18-4109.pdf
2018,fall,COMP 4111A,COMP 5111,Data MAnagement for Business Intelligence,Leopoldo Bertossi,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllbi18.pdf
2018,fall,COMP 5102,COMP 4000,Distributed Operating Systems,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/distributed_os_fall_2018_course_outline_0.pdf
2018,fall,COMP 5110,CSI 5136,Computer Security & Usability,Sonia Chiasson,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5110_fall2018.pdf
2018,fall,COMP 5206A,,Evolutionary Computation and Artificial Life,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/5206-course-outline.pdf
2018,fall,COMP 5704A,,Parallel Algorithms and Applications in Data Science,F. Dehne,https://service.scs.carleton.ca/sites/default/files/course_outlines/5704_0.pdf
2018,fall,COMP 5900H,,Image Processing and Stylization,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/5900-intro-2018.pdf
2018,fall,COMP 5900I,,Machine Learning,Yuhong Guo,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabusml_2018.pdf
2019,winter,COMP 1001B,,Introduction to Computational Thinking for Arts and Social Sciences,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1001b-w19-course_outline.pdf
2019,winter,COMP 1006B,,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1006b-w19-course_outline.pdf
2019,winter,COMP 1406,,Introduction to Computer Science II,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/winter-2019-outline_v2.pdf
2019,winter,COMP 1501A,,Introduction to Computer Game Design,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1501a_-_course_outline_winter_2019.pdf
2019,winter,COMP 1805B,,Discrete Structures I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805b_-_course_outline_winter_2019.pdf
2019,winter,COMP 2401A,,Introduction to Systems Programming,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2401-courseoutline_w2019.pdf
2019,winter,COMP 2404B,,Introduction to Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_39.pdf
2019,winter,COMP 2501A,,Computer Game Development,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2019.pdf
2019,winter,COMP 2804B,,Discrete Structures II,Michiel Smid,
2019,winter,COMP 2804B,,Discrete Structures II,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_47.pdf
2019,winter,COMP 3000B,,Operating Systems,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/operating_systems_winter_2019_course_outline_0.pdf
2019,winter,COMP 3002,,Compilers,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/3002.2019.outline.docx
2019,winter,COMP 3004,,Object-Oriented Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_38.pdf
2019,winter,COMP 3005B,,Database Management Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005_19w_outline.docx
2019,winter,COMP 3007A,,Programming Paradigms,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3007a_-_course_outline_winter_2019.pdf
2019,winter,COMP 3008,,Human Computer Interaction,Sana Maqsood,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3008-outline-2019.pdf
2019,winter,COMP 3803,,Introduction to Theory of Computation,Michiel Smid,
2019,winter,COMP 3803A,,Introduction to Theory of Computation,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_48.pdf
2019,winter,COMP 3804A,MATH 3804,Design and Analysis of Algorithms,Alina Shaikhet,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus-3804-w19.pdf
2019,winter,COMP 4102,,Computer Vision,Gerhard Roth,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_2019_0.pdf
2019,winter,COMP 4106,,Artificial Intelligence,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/4106outline19.pdf
2019,winter,COMP 4108B,,Computer Systems Security,P. Van Oorschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/4108jan2019.html
2019,winter,COMP 4501A,,Advanced facilities for real-time games,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4501_outline.pdf
2019,winter,COMP 4601A,,Intelligent Web-based Information Systems,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4601-overview.pdf
2019,winter,COMP 5005,,Learning in Random Environments,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/5005outline19.pdf
2019,winter,COMP 5305W,,Advanced Database Systems ,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/5305-19w_outline.docx
2019,winter,COMP 5407W,,Authentication and Software Security,P. Van Oorschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/5407jan2019.html
2019,winter,COMP 5900Y,,Geometry processing,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/geomprocoutline_winter_2019.pdf
2019,summer,COMP 1405A,COMP 1005,Introduction to Computer Science I,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp10051405a-s19-course_outline.pdf
2019,summer,COMP 1406A,1006,Introduction to Computer Science II,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/s19-outline-v1.pdf
2019,summer,COMP 1805A,,Discrete Structures I,Milica Stojmenović,https://service.scs.carleton.ca/sites/default/files/course_outlines/19comp1805acourseoutline.pdf
2019,fall,COMP 1001A,,Introduction to Computational Thinking for Arts and Social Science Students,Riham Mohamed And Sana Maqsood,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1001a-fall2019-course_outline.pdf
2019,fall,COMP 1005A,,Introduction to Computer Science I,Farah Chanchary,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1005a_-_course_outline_fall_2019.pdf
2019,fall,COMP 1006A,,Introduction To Computer Science II,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/1006outline.pdf
2019,fall,COMP 1405A,,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1405a_-_course_outline_fall_2019.pdf
2019,fall,COMP 1405B,,Introduction to Computer Science I,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1405b-f19-course_outline.pdf
2019,fall,COMP 1405C,,Introduction to Computer Science I,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1405_course_outline.pdf
2019,fall,COMP 1405D,,Introduction to Computer Science I,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1405_course_outline_0.pdf
2019,fall,COMP 1406A,,Intro to Computer Science II,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406a_-_course_outline_fall_2019.pdf
2019,fall,COMP 1805A,,Discrete Structures I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805a_-_course_outline_fall_2019.pdf
2019,fall,COMP 1805B,,Discrete Structures I,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805b_-_course_outline_fall_2019.pdf
2019,fall,COMP 2401A,,Introduction to Systems Programming,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2401-courseoutline_f2019.pdf
2019,fall,COMP 2401B,,Introduction to Systems Programming,Doron Nussbaum,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2401b_course_outline_fall_2019.pdf
2019,fall,COMP 2402A,,Abstract Data Types and Algorithms,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2402a_-_course_outline_fall_2019.pdf
2019,fall,COMP 2402B,,Abstract Data Types and Algorithms,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2402b_-_course_outline_fall_2019.pdf
2019,fall,COMP 2404B,,Introduction to Software Engineering,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2404outline.pdf
2019,fall,COMP 2406A,,Fundamentals of Web Applications,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2406a-f19-course_outline.pdf
2019,fall,COMP 2406B,,Fundamentals of Web Applications,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2406b-f19-course_outline.pdf
2019,fall,COMP 2804A,,Discrete Structures II,Pat Morin,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2804a-f2019-pat-morin.pdf
2019,fall,COMP 2804B,,Discrete Structures II,Pat Morin,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2804b-f2019-pat-morin_1.pdf
2019,fall,COMP 3000A,,Operating Systems,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/operating_systems_fall_2019_course_outline.pdf
2019,fall,COMP 3004A,,Object-Oriented Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_40.pdf
2019,fall,COMP 3005A,,Database Management Systems,Ahmed El-Roby,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005_19f_outline_0.docx
2019,fall,COMP 3005B,,Database Management Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005b_19f_outline.docx
2019,fall,COMP 3005B,,Database Management Systems,Mengchi LIU,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005b_19f_outline_1.docx
2019,fall,COMP 3007A,,Programming Paradigms,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3007_course_outline.pdf
2019,fall,COMP 3203A,,Computer Networks,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/3203-19-outline.pdf
2019,fall,COMP 3301A,,Technical Writing,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2019_0.pdf
2019,fall,COMP 3501A,,Foundations of Game Programming and Computer Graphics,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3501_fall2019_outline.pdf
2019,fall,COMP 3804A,Math 3804,Design and Analysis of Algorithms I,JR Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline3804.2019fall_0.pdf
2019,fall,COMP 4001A,,Distributed Computing,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/4001-19-outline.pdf
2019,fall,COMP 4003A,, Transaction Processing Systems,Mengchi LIU,https://service.scs.carleton.ca/sites/default/files/course_outlines/4003_19f_outline.docx
2019,fall,COMP 4004A,,Software Quality Assurance,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/4004-_outlinef19.pdf
2019,fall,COMP 4009,,Parallel Programming for Clusters and Multi-Core Processors,Frank Dehne,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4009.docx
2019,fall,COMP 4108,,Computer Systems Security,A. Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4108_outline_fall_2019.pdf
2019,fall,COMP 4109A,,Applied Cryptography,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/f19-4109.pdf
2019,fall,COMP 4202A,,Computational Aspects of Geographic Information Systems,JR Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_37.pdf
2019,fall,COMP 4804,,Design and Analysis of Algorithms II,Prosenjit Bose,https://service.scs.carleton.ca/sites/default/files/course_outlines/f19-4804-bose_0.pdf
2019,fall,COMP 4804,,Advanced Algorithms,Prosenjit Bose,https://service.scs.carleton.ca/sites/default/files/course_outlines/f19-4804-bose.pdf
2019,fall,COMP 4900C,,"Advanced Topics in Computer Science:  Quantum Techniques in Computing, Communications and Networking",Michel Barbeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutline4990_0.pdf
2019,fall,COMP 5008,,Computational Geometry,Prosenjit Bose,
2019,fall,COMP 5008,,Computational Geometry,Prosenjit Bose,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_46.pdf
2019,fall,HCIN 5100F,,Fundamentals of HCI Design and Evaluation,Elizabeth Stobert,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin5100-outline-2019.pdf
2019,fall,COMP 5102F,COMP 4000,Distributed Operating Systems,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/distributed_os_fall_2019_course_outline.pdf
2019,fall,COMP 5104A,,Object-Oriented Software Development,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/5104-outlinef19.pdf
2019,fall,COMP 5110,CSI 5136,Computer Security & Usability,Sonia Chiasson,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5110_fall_2019_outline.pdf
2019,fall,COMP 5114,,Quantum Communications and Networking,Michel Barbeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutline5114.pdf
2019,fall,COMP 5115F,,Geometry processing,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/geomproc_fall2019_outline.pdf
2019,fall,COMP 5117,,Mining Software Repositories,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5117_outline.pdf
2019,fall,COMP 5117,,Mining Software Repositories,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5117_outline_0.pdf
2019,fall,HCIN 5200A,,Software and User Interface Development,Robert Biddle,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin5200-outline2019.pdf
2019,fall,COMP 5204A,,Computational Aspects of Geographic Information Systems,JR Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_41.pdf
2019,fall,COMP 5206A,,Evolutionary Computing and Artificial Life,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_5206.pdf
2019,fall,HCIN 5404,IDES 5102,HCIN 5404,Chantal Trudel,https://service.scs.carleton.ca/sites/default/files/course_outlines/ides_5102_hcin_5404_course_outline_fall_2019.pdf
2019,fall,HCIN 5405,,METHODOLOGIES FOR DISCRETE EVENT MODELLING AND SIMULATION ,Gabriel A. Wainer,https://service.scs.carleton.ca/sites/default/files/course_outlines/5104outline.pdf
2019,fall,COMP 5704,,Parallel Algorithms and Applications in Data Science,Frank Dehne,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_5704.docx
2019,fall,COMP 5900H,CSI 5138IHO,Selected Topics in Computer Science: Internet of Things (IoT) Security,P. C. Van Oorschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/5900h-outline_0.pdf
2019,fall,COMP 5900X,CSI 5139,Advanced Machine Learning,Majid Komeili,https://service.scs.carleton.ca/sites/default/files/course_outlines/outlines_comp5900f19.pdf
2019,fall,COMP 5900Y,,Image Processing and Stylization,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2019_1.pdf
2020,winter,COMP 1001B,,Introduction to Computational Thinking for Arts and Social Sciences,Riham Mohamed,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1001b-winter2020-course_outline.pdf
2020,winter,COMP 1005B,,Introduction to Computer Science I,Farah Chanchary,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1005a_-_course_outline_winter_2020.pdf
2020,winter,COMP 1006B,,Intro to Computer Science II,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/1006winter2020outline.pdf
2020,winter,COMP 1405B,,Introduction to Computer Science I,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/w2020outline1405.pdf
2020,winter,COMP 1406A,,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406a-w20-course_outline.pdf
2020,winter,COMP 1406B,,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406b-w20-course_outline.pdf
2020,winter,COMP 1406C,,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406c-w20-course_outline.pdf
2020,winter,COMP 1501A,,Introduction to Computer Game Design,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1501a_-_course_outline_winter_2020.pdf
2020,winter,COMP 1601A,,Introduction to Mobile Application Development,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/1601winter2020outline.pdf
2020,winter,COMP 1805A,,Discrete Structures I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805a_-_course_outline_winter_2020.pdf
2020,winter,COMP 1805B,,Discrete Structures I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805b_-_course_outline_winter_2020.pdf
2020,winter,COMP 1805C,,Discrete Structures I,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805c_-_course_outline_winter_2020.pdf
2020,winter,COMP 2401B,,Introduction to Systems Programming,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2401-courseoutline_w2020.pdf
2020,winter,COMP 2402A,,Abstract Data Types and Algorithms,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2402a_-_course_outline_winter_2020.pdf
2020,winter,COMP 2402B,,Abstract Data Types and Algorithms,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2402b_-_course_outline_winter_2020.pdf
2020,winter,COMP 2404,,Introduction to Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_43.pdf
2020,winter,COMP 2406A,,Fundamentals of Web Applications,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2406a-w20-course_outline.pdf
2020,winter,COMP 2501A,,Computer Game Design and Development,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2020.pdf
2020,winter,COMP 2601A,,Mobile Applications II,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2601winter2020outline_0.pdf
2020,winter,COMP 2601A,,Mobile Applications,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2601winter2020outline.pdf
2020,winter,COMP 2804B,,Discrete Structures II,Pat Morin,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2804b-f2019-pat-morin_0.pdf
2020,winter,COMP 3000B,,Operating Systems,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp300b-outline-final.pdf
2020,winter,COMP 3004A,,Object-Oriented Software Engineering,Vojislav Roadonjic,https://service.scs.carleton.ca/sites/default/files/course_outlines/voja3004-w20-outlinev1.pdf
2020,winter,COMP 3004B,,Object-Oriented Software Engineering,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3004_outline_1.pdf
2020,winter,COMP 3004B,,Object-Oriented Software Engineering,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3004_outline.pdf
2020,winter,COMP 3004B,,Object-Oriented Software Engineering,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3004_outline_0.pdf
2020,winter,COMP 3005B,,Database Management Systems,Ahmed El-Roby,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005_20w_outline.docx
2020,winter,COMP 3007,,Programming Paradigms,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/w2020outline3007_0.pdf
2020,winter,COMP 3008A,,Human Computer Interaction,Sana Maqsood,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3008-outline-2020_0.pdf
2020,winter,COMP 3803A,,Introduction to Theory of Computing,Luís Fernando Schultz Xavier Da Silveira,https://service.scs.carleton.ca/sites/default/files/course_outlines/course-outline_2.pdf
2020,winter,COMP 3804A,,Design and Analysis of Algorithms,Saeed Mehrabi,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3804aoutline.pdf
2020,winter,COMP 3804B,Math 3804,Design and Analysis of Algorithms I ,Dr. J.-R. Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_45.pdf
2020,winter,COMP 4102,,Computer Vision,Rosa Azami,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus.pdf
2020,winter,COMP 4106,,Artificial Intelligence,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/4106outline20.pdf
2020,winter,COMP 4107A,,Neural Networks,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4107_-_neural_networks.pdf
2020,winter,COMP 4108B,,Computer Systems Security,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4108.pdf
2020,winter,COMP 4203,,Wireless Networks and Security,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_42.pdf
2020,winter,COMP 4206A,,Evolving Information Networks,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/4206-5310-20-outline_copy.pdf
2020,winter,COMP 4501A,,Advanced facilities for real-time games,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4501_winter2020_outline.pdf
2020,winter,COMP 4601A,,Intelligent Web-based Information Systems,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4601_-_intelligent_web-based_information_systems.pdf
2020,winter,COMP 4900B,,Introduction Machine Learning,Majid Komeili,https://service.scs.carleton.ca/sites/default/files/course_outlines/outlines_comp4900w20.pdf
2020,winter,COMP 4900C,,Drone System Software,Ahmad Traboulsi,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutline4900c.docx
2020,winter,DATA 5000,,Introduction to Data Science,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/data5000_outline_1.pdf
2020,winter,DATA 5000W,,DATA5000: Introduction to Data Science,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/data5000_outline_0.pdf
2020,winter,COMP 5107,,Statistical and Syntactic Pattern Recognition,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/5107outline20.pdf
2020,winter,COMP 5118,,Trends in Big Data Management,Ahmed El-Roby,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5118_20w_outline.pdf
2020,winter,COMP 5210W,,"Human-Computer Interaction Models, Theories, and Frameworks",Elizabeth Stobert,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5210-outline-2020.pdf
2020,winter,HCIN 5300,ITEC 5204,Emerging Interaction Techniques,Audrey Girouard,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin_5300_itec_5204_-_course_outline_-_2020.pdf
2020,winter,COMP 5305W,,Advanced Database Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/5305-20w_outline_0.pdf
