year,semester,carleton_code,uottawa_code,course_name,professor,outline_link
2021,fall,COMP 5116F,,Machine Learning,Yuhong Guo,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5116_2021_outline_0.pdf
2021,fall,HCIN 5200A,,Software and User Interface Development,Robert Biddle,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin5200-outline2021.pdf
2021,fall,COMP 5206F,,Evolutionary Computing and Artificial Life,Mikhail Genkin,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5206f-course-outline-mgenkin.pdf
2021,fall,HCIN 5400A,CGSC 5101,Experimental Methods and Statistics,Kasia Muldner,https://service.scs.carleton.ca/sites/default/files/course_outlines/5101-5400_syllabus.pdf
2021,fall,COMP 5400A,5408,Advanced Data Structures,Pat Morin,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5408.pdf
2021,fall,HCIN 5404,5102,Design Research Methods,Juan Jimenez Garcia,https://service.scs.carleton.ca/sites/default/files/course_outlines/ides_5102f_design_research_methods_f21_-_juan_jimenez_0.pdf
2021,fall,COMP 5704A,,Parallel Algorithms and Applications in Data Science,Frank Dehne,https://service.scs.carleton.ca/sites/default/files/course_outlines/course_outline_2.pdf
2021,fall,COMP 5900E,31289,Internet Measurements and Security,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/5900e_f2021.pdf
2021,fall,COMP 5900F,,Advanced Machine Learning,Majid Komeili,https://service.scs.carleton.ca/sites/default/files/course_outlines/outlines_comp5900f-f21.pdf
2021,fall,COMP 5900G,COMP 4900B,Multiagent Systems,Alan Tsang,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_5900_course_outline_1.pdf
2021,fall,COMP 5900H,,Trusted Computing and Emerging Attacks,Lianying Zhao,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_comp5900h-f21_0.pdf
2022,winter,COMP 1001B,,Introduction to Computational Thinking,Leila Chinaei,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1001b-course-outline-winter2022.pdf
2022,winter,COMP 1006B,,Introduction to Computer Science II,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/winter_2022_-_comp1006.pdf
2022,winter,COMP 1405A,COMP 1005,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_1405_w22_-_course_outline_0.pdf
2022,winter,COMP 1405B,1005,Introduction to Computer Science I,Farah Chanchary,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1005-1405b_-_course_outline_winter_2022.pdf
2022,winter,COMP 1406A,,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406-w22-course_outline.pdf
2022,winter,COMP 1406B,,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406-w22-course_outline_0.pdf
2022,winter,COMP 1406C,,Introduction to Computer Science II,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/winter_2022_-_comp1406.pdf
2022,winter,COMP 1406D,,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406-w22-course_outline_1.pdf
2022,winter,COMP 1501A,,Intro to Computer Game Design,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/tentative_comp_1501_course_outline_w2022_rev1.pdf
2022,winter,COMP 1601A,,Introduction to Mobile Application Development,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/mobile_application_development_winter_2022_course_outline_-_soma-notes.pdf
2022,winter,COMP 1805A,COMP 1805B COMP 1805C,Discrete Structures I,Alina Shaikhet,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805a-w-2022-outline.pdf
2022,winter,COMP 2401B,,Introduction to Systems Programming,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2401-courseoutline_w2022.pdf
2022,winter,COMP 2402A,,Abstract Data Types and Algorithms,Alexa Sharp,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_-_comp_2402_-_winter_2022_-_abstract_data_types_and_algorithms.pdf
2022,winter,COMP 2402B,,Abstract Data Types and Algorithms,Alexa Sharp,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_-_comp_2402_-_winter_2022_-_abstract_data_types_and_algorithms_0.pdf
2022,winter,COMP 2404A,,Introduction to Software Engineering,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2404a_-_course_outline_winter_2021.pdf
2022,winter,COMP 2404B,,Introduction to Software Engineering,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2404b_-_course_outline_f21_0.pdf
2022,winter,COMP 2404C,,Introduction to Software Engineering,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2404c_-_course_outline_winter_2021.pdf
2022,winter,COMP 2406,Sections A and B,Fundamentals of Web Applications,Sana Maqsood,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2406-course-outline.pdf
2022,winter,COMP 2501A,,Computer Game Design and Development,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2501_winter2022_outline.pdf
2022,winter,COMP 2804,,Discrete Structures II,Pat Morin,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2804_discrete_structures_ii_fall_2020.pdf
2022,winter,COMP 3000A,COMP 3000B,Operating Systems,Lianying Zhao,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_comp3000-w22_0.pdf
2022,winter,COMP 3002,,Compiler Construction,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/3002.2022.description_0.pdf
2022,winter,COMP 3004A,,Object-Oriented Software Engineering,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/3004outlinewinter2122.pdf
2022,winter,COMP 3004B,,Object-Oriented Software Engineering,Vojislav D Radonjic,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3004b-w22-outline.pdf
2022,winter,COMP 3005A,,Database Management Systems,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005winter2022course_outline.pdf
2022,winter,COMP 3005B,,Database Management Systems,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005winter2022course_outline_0.pdf
2022,winter,COMP 3007A,,Programming Paradigms,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_3007_w22_-_course_outline.pdf
2022,winter,COMP 3007B,,Programming Paradigms,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_3007_w22_-_course_outline_0.pdf
2022,winter,COMP 3008,,Human-Computer Interaction,Sana Maqsood,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3008-course-outline_1.pdf
2022,winter,COMP 3106A,,Introduction to Artificial Intelligence,Yuhong Guo,https://service.scs.carleton.ca/sites/default/files/course_outlines/ai-courseoutline-2022w_0.pdf
2022,winter,COMP 3109A,,Applied Cryptography and Authentication,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/w22-3109.pdf
2022,winter,COMP 3203A,11136,Principles of Computer Networks,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3203_winter_2022_outline_0.pdf
2022,winter,COMP 3203A,11136,Principles of Computer Networks,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3203_winter_2022_outline_1.pdf
2022,winter,COMP 3203A,,Principles of Computer Networks,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3203_winter_2022_outline.pdf
2022,winter,COMP 3804,MATH 3804,Design and Analysis of Algorithms I ,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_60.pdf
2022,winter,COMP 4102A,,Computer Vision,Michael Genkin,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4102a-course-outline-mgenkin.pdf
2022,winter,COMP 4107B,,Neural Networks,Rosa Azami,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4107_outline.pdf
2022,winter,COMP 4108,,Computer Systems Security,David Barrera,https://service.scs.carleton.ca/sites/default/files/course_outlines/4108.pdf
2022,winter,COMP 4203,,Wireless Networks & Security,Ahmad Traboulsi,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutline4203.docx
2022,winter,COMP 4501,,Advanced facilities for real-time games,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4501_winter2022_outline.pdf
2022,winter,COMP 4900B,COMP5900,Texture and Pattern Synthesis,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2023.pdf
2022,winter,COMP 4900B,,Real-time Operating Systems,Ahmad Traboulsi,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutline4900b.docx
2022,winter,DATA 5000V,,DATA 5000: Introduction to Data Science,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/data5000-w22_outline_0.pdf
2022,winter,COMP 5107,,Statistical and Syntactic Pattern Recognition,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/5107outline22.pdf
2022,winter,COMP 5112,,Algorithms for Data Science,Anil Maheshwari,
2022,winter,COMP 5118,,Trends in Big Data Management,Ahmed El-Roby,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5118_22w_outline.pdf
2022,winter,COMP 5119,,Internet of Things Security,David Barrera,https://service.scs.carleton.ca/sites/default/files/course_outlines/5119.pdf
2022,winter,COMP 5204W,,Computational Aspects of GIS,Dr. J.-R. Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_5204short_0.pdf
2022,winter,HCIN 5300,ITEC 5204,Emerging Interaction Techniques,Audrey Girouard,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin_5300_itec_5204_-_course_outline_-_2022.pdf
2022,winter,COMP 5305W,,Advanced Database Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/5305-22w_outline.pdf
2022,winter,COMP 5407,,Authentication and Software Security,Paul Van Oorschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/5407jan2022-1jan2022.pdf
2022,winter,HCIN 5501,ITEC 5208,Virtual and Augmented Reality Technology,Robert J. Teather,https://service.scs.carleton.ca/sites/default/files/course_outlines/itec_5208_0.pdf
2022,winter,COMP 5900,SYSC5804/ ITEC5910,5G Networks,Jun (Steed) Huang,https://service.scs.carleton.ca/sites/default/files/course_outlines/graduatecourseoutline5gv8.pdf
2022,winter,COMP 5900,,Autonomous Vehicles,Doron Nussbaum,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_5900_course_outline_winter_2022.pdf
2022,winter,COMP 5900H,COMP 4602,Social Networking,Alan Tsang,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4602_course_outline.pdf
2022,winter,COMP 5900I,,Image Processing and Stylization,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2022_0.pdf
2022,winter,COMP 5900K,,Selected Topics in CS -Software Ecosystems,Rabe Abdalkareem,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5900k_course_outline.pdf
2022,summer,COMP 1006,COMP 1406,Introduction to Computer Science II,Ahmad Traboulsi,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutlinecomp1006comp1406.pdf
2022,summer,COMP 1405A,1005,Introduction to Computer Science I,Farah Chanchary,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1005-1405a_-_course_outline_summer_2022_0.pdf
2022,summer,COMP 1805A,,Discrete Structures I,Alexa Sharp,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_-_comp_1805_-_discrete_structures.pdf
2022,summer,COMP 2401A,,Introduction to Systems Programming,Dr. Mikhail Genkin,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2401a-course-outline-mgenkin_0.pdf
2022,summer,COMP 4900,,Intensive Game Development Project,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/preliminary_comp_4900_summer_2022_outline.pdf
2022,summer,COMP 5900A,,Selected Topics in Computer Science - Surgical Data Science,Matthew Holden,https://service.scs.carleton.ca/sites/default/files/course_outlines/sds_courseoutline_summer2022.pdf
2022,fall,COMP 1001A,,Introduction to Computational Thinking,Leila Chinaei,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1001-course-outline-fall2022.pdf
2022,fall,COMP 1005A,,Introduction to Computer Science I,Farah Chanchary,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1005a_-_course_outline_fall_2022_tentative_2_0.pdf
2022,fall,COMP 1005B,,Introduction to Computer Science I,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_1005_b_preliminary_course_outline-1.pdf
2022,fall,COMP 1006A,,Introduction to Computer Science II,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/f22-1006a_0.pdf
2022,fall,COMP 1008A,,Math for Game Programming,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/1008.2022.description_0.docx
2022,fall,"COMP 1405A,B,C",,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_1405_f22_-_course_outline_0.pdf
2022,fall,COMP 1405D,,Intro to Computer Science,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_1405_fall_2022_1.pdf
2022,fall,COMP 1405Z,COMP 1406Z,Introduction to Computer Science I/II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/course_outline_1405z_and_1406z_0.pdf
2022,fall,COMP 1406A,,Introduction to Computer Science II,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/f22-1406a_0.pdf
2022,fall,"COMP 1805A,B,C",,Discrete Structures I,Alexa Sharp,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_-_comp_1805_-_discrete_structures_-_fall_2022.pdf
2022,fall,COMP 2401A,,Introduction to Systems Programming,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_63.pdf
2022,fall,COMP 2401B,,Introduction to Systems Programming,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2401_b_d_preliminary_course_outline-1.pdf
2022,fall,COMP 2401C,,Introduction to Systems Programming,Doron Nussbaum,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2401_course_outline_fall_2022.pdf
2022,fall,COMP 2401D,,Introduction to Systems Programming,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2401_b_d_preliminary_course_outline-1_0.pdf
2022,fall,COMP 2402A,COMP 2402B,Abstract Data Types and Algorithms,Alina Shaikhet,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2402-f22-course_outline_0.pdf
2022,fall,COMP 2404A,,Introduction to Software Engineering,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/f22-2404a-outline_0.pdf
2022,fall,COMP 2404B,,Introduction to Software Engineering,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/f22-2404b-outline_0.pdf
2022,fall,COMP 2406A,,Web Applications,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2406fall2022outline.pdf
2022,fall,COMP 2406B,,Fundamentals of Web Applications,Alina Shaikhet,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2406-f22-course_outline_0.pdf
2022,fall,COMP 2801A,,Introduction to Robotics,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2801_-_course_outline_f2022.pdf
2022,fall,COMP 2804A,,Discrete Structures II,Prosenjit Bose,https://service.scs.carleton.ca/sites/default/files/course_outlines/f22-2804bose-outline.pdf
2022,fall,COMP 2804B,,Discrete Structures II,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/f22-2804b-outline.pdf
2022,fall,COMP 3000A,,Operating Systems,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/operating_systems_fall_2022_course_outline_-_soma-notes.pdf
2022,fall,COMP 3004A,,Object-Oriented Software Engineering,Vojislav D Radonjic,https://service.scs.carleton.ca/sites/default/files/course_outlines/3004a-f22outline.pdf
2022,fall,"COMP 3005A,B",,Database Management Systems,Ahmed El-Roby And Abdelghny Orogat,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3005_22f_outline.pdf
2022,fall,COMP 3007A,,Programming Paradigms,Howe,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_62.pdf
2022,fall,COMP 3008A,,Human-Computer Interaction,Nadine Moacdieh,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_3008_-_course_outline_-_fall_2022.pdf
2022,fall,COMP 3105,,Introduction to Machine Learning,Junfeng Wen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3105_f22_outline_0.pdf
2022,fall,COMP 3106A,,Introduction to Artificial Intelligence,Matthew Holden,https://service.scs.carleton.ca/sites/default/files/course_outlines/ai_courseoutline_fall2022.pdf
2022,fall,COMP 3109,,Applied Cryptography,David Barrera,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_64.pdf
2022,fall,COMP 3203A,,Principles of Computer Networks,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/3203-22-outline.pdf
2022,fall,COMP 3501A,,Foundations of Game Programming and Computer Graphics,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_3501_fall_2022.pdf
2022,fall,COMP 3801A,,Algorithms for Modern Data Sets,Anil Maheshwari,
2022,fall,COMP 3803,,Introduction to Theory of Computation,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_61.pdf
2022,fall,COMP 3804A,MATH 3804,Design and Analysis of Algorithms,Anil Maheshwari,
2022,fall,COMP 3804B,Math 3804,Design and Analysis of Algorithms I ,J.-R. Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline3804.pdf
2022,fall,COMP 4001A,,Distributed Computing,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/4001-22-outline_0.pdf
2022,fall,COMP 4004A,,Software Quality Assurance,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/4004_outline_fall22.pdf
2022,fall,COMP 4108A,,Computer Systems Security,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/fall_2022-comp4108.pdf
2022,fall,COMP 4202,,Computational Aspects of Geographic   Information Systems  ,J.-R. Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline4202.pdf
2022,fall,COMP 4601A,,Intelligent Web-based Information Systems,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4601a-f22-course_outline_0.pdf
2022,fall,"COMP 4701A,B",,"Computing, Society, and Ethics",Alan Tsang,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4701_course_outline_1.pdf
2022,fall,COMP 4804,,Advanced Algorithms,Prosenjit Bose,https://service.scs.carleton.ca/sites/default/files/course_outlines/f22-4804-bose.pdf
2022,fall,COMP 4900A,,Real-Time Operating Systems,Ahmad Traboulsi,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutline4900a.pdf
2022,fall,COMP 4900B,COMP 5900G,Multiagent Systems,Alan Tsang,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_5900_course_outline_2.pdf
2022,fall,COMP 4900C,,"Quantum Techniques in Computing, Communications and Networking ",Michel Barbeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutline4900.pdf
2022,fall,DATA 5000Y,,Introduction to Data Science,Mikhail Genkin,https://service.scs.carleton.ca/sites/default/files/course_outlines/data5000y-course-outline-mikhailgenkin.pdf
2022,fall,HCIN 5100F,,Fundamentals of HCI Design and Evaluation,Elizabeth Stobert,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin5100-outline-2022.pdf
2022,fall,COMP 5104F,,Object-Oriented Software Development,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/5104_outline_fall22.pdf
2022,fall,COMP 5114F,,Quantum Communications and Networking ,Michel Barbeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutline5114_0.pdf
2022,fall,COMP 5115F,,Geometry processing,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/geomproc_fall2022_outline.pdf
2022,fall,COMP 5116F,,Machine Learning,Yuhong Guo,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5116_2022_outline_0.pdf
2022,fall,COMP 5117F,,Mining Software Repositories,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5117_f22-course_outline_0.pdf
2022,fall,HCIN 5200A,,Software and User Interface Development,Robert Biddle,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin5200-outline2022.pdf
2022,fall,COMP 5305F,,Advanced Database Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/5305-22f_outline_0.pdf
2022,fall,COMP 5704F,,Parallel Algorithms and Applications in Data Science,Frank Dehne,https://service.scs.carleton.ca/sites/default/files/course_outlines/5704_course_outline_0.pdf
2022,fall,COMP 5900E,,Internet Measurements and Security,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/a._abdou-comp5900-outline.pdf
2022,fall,COMP 5900F,,Advanced Machine Learning,Majid Komeili,https://service.scs.carleton.ca/sites/default/files/course_outlines/outlines_comp5900f-f22.pdf
2022,fall,COMP 5900G,COMP4900B,Multiagent Systems,Alan Tsang,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_5900_course_outline_2_0.pdf
2022,fall,COMP 5900H,,Trusted Computing and Emerging Attacks,Lianying Zhao,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_comp5900h-f22-aug30.pdf
2023,winter,COMP 1001B,,Introduction to Computational Thinking,Leila Chinaei,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1001-course-outline-winter2023.pdf
2023,winter,COMP 1006B,,Introduction to Computer Science II,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/w23-1006b.pdf
2023,winter,COMP 1405A,COMP 1005 A,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_1405_a_w23_-_course_outline.pdf
2023,winter,COMP 1405B,COMP 1005B,Introduction to Computer Science I,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_1405_1005_b_course_outline-1.pdf
2023,winter,COMP 1406A,,Introduction to Computer Science II,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/w23-1406a.pdf
2023,winter,COMP 1406B,,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406bcd-w23-course_outline.pdf
2023,winter,COMP 1406C,,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406bcd-w23-course_outline_0.pdf
2023,winter,COMP 1406D,,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406bcd-w23-course_outline_1.pdf
2023,winter,COMP 1406E,,Introduction to Computer Science II,Farah Chanchary,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406e_-_course_outline_winter_2023_tentative_0.pdf
2023,winter,COMP 1501A,,Introduction to Computer Game Design,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_1501_a_course_outline.pdf
2023,winter,"COMP 1805A,B,C",,Discrete Structures I,Alina Shaikhet,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805-w23-courseoutline_0.pdf
2023,winter,COMP 2109,,Introduction to Security and Privacy,Paul Van Oorschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/2109jan2023-forupload.pdf
2023,winter,COMP 2401A,,Introduction to Systems Programming,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2401_a_course_outline_0.pdf
2023,winter,COMP 2401B,,Introduction to System Programming,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2401-courseoutline-w2023.pdf
2023,winter,"COMP 2402A,B",,Abstract Data Types and Algorithms,Alexa Sharp,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_-_comp_2402_winter_2023_-_abstract_data_types_and_algorithms_0.pdf
2023,winter,COMP 2404A,,Introduction to Software Engineering,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/w23-2404a-outline_0.pdf
2023,winter,COMP 2404B,COMP 2404C,Introduction to Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_67.pdf
2023,winter,COMP 2406A,,Web Applications,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2406w23_course_outline.pdf
2023,winter,COMP 2406B,,Web Applications,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2406w23_course_outline_0.pdf
2023,winter,COMP 2501A,,Computer Game Design and Development,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2501_winter2023_outline_0.pdf
2023,winter,COMP 2601A,,Mobile Applications,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2601-2023w-outline_0.pdf
2023,winter,COMP 2804A,,Discrete Structures II,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/w23-2804a-outline.pdf
2023,winter,COMP 2804B,,Discrete Structures II,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/w23-2804b-outline.pdf
2023,winter,COMP 3000A,COMP 3000B,Operating Systems,Lianying Zhao,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_comp3000-w23-dec25.pdf
2023,winter,COMP 3002A,,Compiler Construction,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/3002.2023.description.pdf
2023,winter,"COMP 3004A,B",,Object-Oriented Software Engineering,Vojislav Radonjic,https://service.scs.carleton.ca/sites/default/files/course_outlines/3004ab-w23outline.pdf
2023,winter,COMP 3005A,,Database Management Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005a_23w.pdf
2023,winter,COMP 3005B,,Database Management Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005b_23w.pdf
2023,winter,"COMP 3007A,B",,Programming Paradigms,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_3007_w23_-_course_outline_0.pdf
2023,winter,COMP 3008A,,Human-Computer Interaction,Elizabeth Stobert,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3008-outline-2023.pdf
2023,winter,COMP 3009,,Computer Graphics,Doron Nussbaum,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_3009_outline_winter_2023_v1.pdf
2023,winter,COMP 3109A,,Applied Cryptography and Authentication,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/w23-3109.pdf
2023,winter,COMP 3203A,11256,Principles of Computer Networks,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_70.pdf
2023,winter,"COMP 3804A,B",MATH 3804,Design and Analysis of Algorithms I,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_69.pdf
2023,winter,COMP 4000A,COMP 5102,Distributed Operating Systems,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/distos-2023w-outline_0.pdf
2023,winter,COMP 4102A,,Computer Vision,Mikhail Genkin,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4102a-course-outline-mgenkin_0.pdf
2023,winter,COMP 4107B,,Neural Networks,Matthew Holden,https://service.scs.carleton.ca/sites/default/files/course_outlines/nn_courseoutline_winter2023.pdf
2023,winter,COMP 4108A,,Computer Systems Security,David Barrera,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_65.pdf
